date,description,amount,category,transaction_type,account
2025-05-22,Sainsbury's Local,-49.39,groceries,expense,current
2025-05-24,TfL Travel Charge,-3.22,transport,expense,current
2025-05-25,Salary Payroll,3290.77,income,income,current
2025-05-27,TfL Travel Charge,-3.22,transport,expense,current
2025-05-28,Council Tax,-157.30,housing,expense,current
2025-06-01,Rent Payment,-1159.31,housing,expense,current
2025-06-02,Sainsbury's Local,-43.39,groceries,expense,current
2025-06-02,Aldi Stores,-50.66,groceries,expense,current
2025-06-03,Shell Service Station,-48.93,transport,expense,credit_card
2025-06-03,Council Tax,-162.05,housing,expense,current
2025-06-06,Tesco Superstore,-12.78,groceries,expense,current
2025-06-13,Thames Water,-47.92,utilities,expense,current
2025-06-14,Shell Service Station,-38.22,transport,expense,credit_card
2025-06-14,Octopus Energy,-183.23,utilities,expense,current
2025-06-18,Tesco Superstore,-43.48,groceries,expense,current
2025-06-18,Trainline,-61.42,transport,expense,credit_card
2025-06-19,TfL Travel Charge,-6.89,transport,expense,current
2025-06-21,Tesco Superstore,-51.51,groceries,expense,current
2025-06-22,Aldi Stores,-84.31,groceries,expense,current
2025-06-22,Aldi Stores,-55.73,groceries,expense,current
2025-06-24,Trainline,-84.16,transport,expense,credit_card
2025-06-25,Salary Payroll,3164.88,income,income,current
2025-06-25,Deliveroo,-29.61,eating_out,expense,credit_card
2025-06-25,Trainline,-36.22,transport,expense,credit_card
2025-06-25,Shell Service Station,-55.44,transport,expense,credit_card
2025-06-25,Netflix,-15.16,subscriptions,expense,current
2025-06-26,Trainline,-66.00,transport,expense,credit_card
2025-06-26,Spotify,-14.43,subscriptions,expense,current
2025-06-27,Deliveroo,-36.62,eating_out,expense,credit_card
2025-06-28,Tesco Superstore,-18.86,groceries,expense,current
2025-06-28,Sainsbury's Local,-45.91,groceries,expense,current
2025-06-29,Sainsbury's Local,-73.25,groceries,expense,current
2025-06-29,Aldi Stores,-84.42,groceries,expense,current
2025-06-30,Aldi Stores,-17.47,groceries,expense,current
2025-07-01,Aldi Stores,-79.78,groceries,expense,current
2025-07-01,Rent Payment,-1334.36,housing,expense,current
2025-07-03,Tesco Superstore,-41.94,groceries,expense,current
2025-07-04,Aldi Stores,-53.43,groceries,expense,current
2025-07-05,Sainsbury's Local,-26.07,groceries,expense,current
2025-07-05,Shell Service Station,-62.47,transport,expense,credit_card
2025-07-06,Pret A Manger,-12.01,eating_out,expense,current
2025-07-06,TfL Travel Charge,-4.90,transport,expense,current
2025-07-06,Thames Water,-44.29,utilities,expense,current
2025-07-07,Shell Service Station,-70.63,transport,expense,credit_card
2025-07-08,Pret A Manger,-17.90,eating_out,expense,current
2025-07-11,Tesco Superstore,-73.39,groceries,expense,current
2025-07-11,Aldi Stores,-59.85,groceries,expense,current
2025-07-11,Netflix,-16.62,subscriptions,expense,current
2025-07-12,Aldi Stores,-16.97,groceries,expense,current
2025-07-14,Sainsbury's Local,-13.85,groceries,expense,current
2025-07-14,TfL Travel Charge,-8.65,transport,expense,current
2025-07-16,TfL Travel Charge,-6.91,transport,expense,current
2025-07-16,Council Tax,-160.60,housing,expense,current
2025-07-20,Aldi Stores,-56.57,groceries,expense,current
2025-07-24,Pret A Manger,-14.91,eating_out,expense,current
2025-07-25,Salary Payroll,2744.77,income,income,current
2025-07-25,Sainsbury's Local,-37.80,groceries,expense,current
2025-07-27,Shell Service Station,-58.74,transport,expense,credit_card
2025-07-27,Spotify,-13.00,subscriptions,expense,current
2025-07-29,Pret A Manger,-16.62,eating_out,expense,current
2025-07-31,Trainline,-38.36,transport,expense,credit_card
2025-07-31,Shell Service Station,-53.28,transport,expense,credit_card
2025-07-31,Octopus Energy,-111.88,utilities,expense,current
2025-08-01,Rent Payment,-1110.56,housing,expense,current
2025-08-04,Deliveroo,-39.43,eating_out,expense,credit_card
2025-08-04,Netflix,-11.73,subscriptions,expense,current
2025-08-05,Aldi Stores,-65.47,groceries,expense,current
2025-08-05,Aldi Stores,-33.95,groceries,expense,current
2025-08-08,Aldi Stores,-62.50,groceries,expense,current
2025-08-12,Tesco Superstore,-77.23,groceries,expense,current
2025-08-12,Amazon Marketplace,-32.76,shopping,expense,credit_card
2025-08-12,Amazon Marketplace,-64.05,shopping,expense,credit_card
2025-08-13,TfL Travel Charge,-11.81,transport,expense,current
2025-08-14,Pret A Manger,-16.17,eating_out,expense,current
2025-08-15,Sainsbury's Local,-55.46,groceries,expense,current
2025-08-15,Thames Water,-38.60,utilities,expense,current
2025-08-16,Pret A Manger,-17.87,eating_out,expense,current
2025-08-16,Amazon Marketplace,-119.74,shopping,expense,credit_card
2025-08-17,Spotify,-13.56,subscriptions,expense,current
2025-08-18,Pret A Manger,-12.15,eating_out,expense,current
2025-08-19,Tesco Superstore,-21.45,groceries,expense,current
2025-08-20,TfL Travel Charge,-5.16,transport,expense,current
2025-08-21,Deliveroo,-28.11,eating_out,expense,credit_card
2025-08-21,TfL Travel Charge,-3.58,transport,expense,current
2025-08-23,Amazon Marketplace,-84.11,shopping,expense,credit_card
2025-08-24,Octopus Energy,-170.60,utilities,expense,current
2025-08-24,Council Tax,-112.81,housing,expense,current
2025-08-25,Salary Payroll,3514.54,income,income,current
2025-08-25,Sainsbury's Local,-20.06,groceries,expense,current
2025-08-25,Amazon Marketplace,-51.81,shopping,expense,credit_card
2025-08-26,Aldi Stores,-68.64,groceries,expense,current
2025-08-26,Deliveroo,-33.05,eating_out,expense,credit_card
2025-08-27,Tesco Superstore,-43.21,groceries,expense,current
2025-08-27,Sainsbury's Local,-61.44,groceries,expense,current
2025-08-30,Pret A Manger,-11.09,eating_out,expense,current
2025-08-31,Sainsbury's Local,-44.86,groceries,expense,current
2025-08-31,Sainsbury's Local,-56.72,groceries,expense,current
2025-08-31,Boots Pharmacy,-25.80,health,expense,current
2025-09-01,Rent Payment,-1118.69,housing,expense,current
2025-09-04,Tesco Superstore,-40.48,groceries,expense,current
2025-09-04,Netflix,-13.74,subscriptions,expense,current
2025-09-05,Amazon Marketplace,-17.49,shopping,expense,credit_card
2025-09-06,Sainsbury's Local,-24.34,groceries,expense,current
2025-09-06,Aldi Stores,-62.23,groceries,expense,current
2025-09-06,Thames Water,-41.05,utilities,expense,current
2025-09-06,Council Tax,-179.46,housing,expense,current
2025-09-07,Pret A Manger,-12.60,eating_out,expense,current
2025-09-08,Amazon Marketplace,-43.08,shopping,expense,credit_card
2025-09-13,Aldi Stores,-32.39,groceries,expense,current
2025-09-14,Pret A Manger,-10.29,eating_out,expense,current
2025-09-15,Aldi Stores,-56.99,groceries,expense,current
2025-09-15,TfL Travel Charge,-7.24,transport,expense,current
2025-09-17,TfL Travel Charge,-14.21,transport,expense,current
2025-09-19,Deliveroo,-35.88,eating_out,expense,credit_card
2025-09-19,Amazon Marketplace,-110.89,shopping,expense,credit_card
2025-09-20,Spotify,-15.91,subscriptions,expense,current
2025-09-20,Octopus Energy,-119.67,utilities,expense,current
2025-09-22,TfL Travel Charge,-4.48,transport,expense,current
2025-09-23,Tesco Superstore,-15.71,groceries,expense,current
2025-09-23,Pret A Manger,-9.44,eating_out,expense,current
2025-09-23,Boots Pharmacy,-14.15,health,expense,current
2025-09-24,Sainsbury's Local,-70.30,groceries,expense,current
2025-09-24,Pret A Manger,-9.54,eating_out,expense,current
2025-09-25,Salary Payroll,3216.44,income,income,current
2025-09-26,Deliveroo,-34.57,eating_out,expense,credit_card
2025-09-28,Tesco Superstore,-21.55,groceries,expense,current
2025-09-28,Deliveroo,-15.05,eating_out,expense,credit_card
2025-10-01,Deliveroo,-14.48,eating_out,expense,credit_card
2025-10-01,Rent Payment,-866.12,housing,expense,current
2025-10-02,Tesco Superstore,-49.43,groceries,expense,current
2025-10-03,Council Tax,-173.98,housing,expense,current
2025-10-06,Deliveroo,-25.32,eating_out,expense,credit_card
2025-10-08,Deliveroo,-35.88,eating_out,expense,credit_card
2025-10-10,TfL Travel Charge,-5.92,transport,expense,current
2025-10-10,Thames Water,-53.55,utilities,expense,current
2025-10-15,TfL Travel Charge,-5.19,transport,expense,current
2025-10-18,Spotify,-16.93,subscriptions,expense,current
2025-10-18,Boots Pharmacy,-40.95,health,expense,current
2025-10-21,Pret A Manger,-11.86,eating_out,expense,current
2025-10-24,Octopus Energy,-123.89,utilities,expense,current
2025-10-25,Salary Payroll,3060.40,income,income,current
2025-10-25,TfL Travel Charge,-10.35,transport,expense,current
2025-10-25,Netflix,-11.79,subscriptions,expense,current
2025-10-27,Tesco Superstore,-27.53,groceries,expense,current
2025-10-27,Deliveroo,-24.47,eating_out,expense,credit_card
2025-10-31,Pret A Manger,-15.41,eating_out,expense,current
2025-11-01,Amazon Marketplace,-44.66,shopping,expense,credit_card
2025-11-01,Rent Payment,-958.91,housing,expense,current
2025-11-02,Pret A Manger,-6.90,eating_out,expense,current
2025-11-04,Deliveroo,-32.38,eating_out,expense,credit_card
2025-11-05,Pret A Manger,-6.32,eating_out,expense,current
2025-11-05,TfL Travel Charge,-14.27,transport,expense,current
2025-11-05,TfL Travel Charge,-12.12,transport,expense,current
2025-11-05,Trainline,-40.67,transport,expense,credit_card
2025-11-09,TfL Travel Charge,-14.94,transport,expense,current
2025-11-09,Council Tax,-121.95,housing,expense,current
2025-11-12,Sainsbury's Local,-47.39,groceries,expense,current
2025-11-12,Amazon Marketplace,-112.87,shopping,expense,credit_card
2025-11-15,Netflix,-13.89,subscriptions,expense,current
2025-11-16,Amazon Marketplace,-58.93,shopping,expense,credit_card
2025-11-18,Pret A Manger,-11.98,eating_out,expense,current
2025-11-19,Deliveroo,-20.78,eating_out,expense,credit_card
2025-11-22,Trainline,-67.59,transport,expense,credit_card
2025-11-22,Octopus Energy,-127.72,utilities,expense,current
2025-11-23,Deliveroo,-17.05,eating_out,expense,credit_card
2025-11-23,TfL Travel Charge,-6.25,transport,expense,current
2025-11-23,Amazon Marketplace,-91.98,shopping,expense,credit_card
2025-11-24,Sainsbury's Local,-22.06,groceries,expense,current
2025-11-25,Salary Payroll,2932.98,income,income,current
2025-11-25,Spotify,-15.55,subscriptions,expense,current
2025-11-26,Thames Water,-56.90,utilities,expense,current
2025-11-27,Pret A Manger,-14.99,eating_out,expense,current
2025-11-28,Deliveroo,-20.02,eating_out,expense,credit_card
2025-11-28,Amazon Marketplace,-105.32,shopping,expense,credit_card
2025-11-29,Deliveroo,-27.43,eating_out,expense,credit_card
2025-12-01,Amazon Marketplace,-57.85,shopping,expense,credit_card
2025-12-01,Rent Payment,-1041.36,housing,expense,current
2025-12-02,Tesco Superstore,-75.27,groceries,expense,current
2025-12-03,Netflix,-13.99,subscriptions,expense,current
2025-12-05,Amazon Marketplace,-55.30,shopping,expense,credit_card
2025-12-06,Aldi Stores,-63.75,groceries,expense,current
2025-12-12,TfL Travel Charge,-6.26,transport,expense,current
2025-12-13,TfL Travel Charge,-5.15,transport,expense,current
2025-12-16,Spotify,-10.00,subscriptions,expense,current
2025-12-19,Tesco Superstore,-59.97,groceries,expense,current
2025-12-21,TfL Travel Charge,-11.64,transport,expense,current
2025-12-21,Council Tax,-174.96,housing,expense,current
2025-12-22,Tesco Superstore,-40.53,groceries,expense,current
2025-12-22,Amazon Marketplace,-33.33,shopping,expense,credit_card
2025-12-23,Aldi Stores,-47.08,groceries,expense,current
2025-12-25,Salary Payroll,2805.15,income,income,current
2025-12-26,Tesco Superstore,-82.75,groceries,expense,current
2025-12-26,Tesco Superstore,-20.26,groceries,expense,current
2025-12-26,Octopus Energy,-85.27,utilities,expense,current
2025-12-27,Amazon Marketplace,-85.91,shopping,expense,credit_card
2025-12-28,Sainsbury's Local,-16.32,groceries,expense,current
2025-12-28,Amazon Marketplace,-21.51,shopping,expense,credit_card
2025-12-29,Aldi Stores,-83.21,groceries,expense,current
2025-12-29,Thames Water,-38.65,utilities,expense,current
2025-12-31,Aldi Stores,-15.05,groceries,expense,current
2026-01-01,Spotify,-16.21,subscriptions,expense,current
2026-01-01,Rent Payment,-1327.23,housing,expense,current
2026-01-03,Council Tax,-106.34,housing,expense,current
2026-01-04,Sainsbury's Local,-13.81,groceries,expense,current
2026-01-04,Sainsbury's Local,-17.38,groceries,expense,current
2026-01-05,Tesco Superstore,-64.13,groceries,expense,current
2026-01-05,Aldi Stores,-38.59,groceries,expense,current
2026-01-06,Thames Water,-46.58,utilities,expense,current
2026-01-07,Tesco Superstore,-41.15,groceries,expense,current
2026-01-07,Pret A Manger,-12.50,eating_out,expense,current
2026-01-14,Aldi Stores,-41.37,groceries,expense,current
2026-01-15,Tesco Superstore,-65.95,groceries,expense,current
2026-01-17,Pret A Manger,-8.22,eating_out,expense,current
2026-01-18,Aldi Stores,-21.32,groceries,expense,current
2026-01-19,Octopus Energy,-173.99,utilities,expense,current
2026-01-20,Tesco Superstore,-58.75,groceries,expense,current
2026-01-20,Tesco Superstore,-88.35,groceries,expense,current
2026-01-20,Netflix,-14.49,subscriptions,expense,current
2026-01-21,Aldi Stores,-33.58,groceries,expense,current
2026-01-25,Salary Payroll,3542.23,income,income,current
2026-01-26,TfL Travel Charge,-13.19,transport,expense,current
2026-01-28,Pret A Manger,-13.67,eating_out,expense,current
2026-01-29,Pret A Manger,-15.86,eating_out,expense,current
2026-01-31,Pret A Manger,-7.99,eating_out,expense,current
2026-02-01,Amazon Marketplace,-94.40,shopping,expense,credit_card
2026-02-01,Rent Payment,-933.44,housing,expense,current
2026-02-03,Sainsbury's Local,-55.02,groceries,expense,current
2026-02-03,Sainsbury's Local,-13.60,groceries,expense,current
2026-02-04,Trainline,-66.07,transport,expense,credit_card
2026-02-04,Amazon Marketplace,-90.09,shopping,expense,credit_card
2026-02-05,Aldi Stores,-88.07,groceries,expense,current
2026-02-05,Trainline,-12.92,transport,expense,credit_card
2026-02-05,Spotify,-11.16,subscriptions,expense,current
2026-02-06,Trainline,-63.21,transport,expense,credit_card
2026-02-09,Sainsbury's Local,-49.28,groceries,expense,current
2026-02-10,Trainline,-56.44,transport,expense,credit_card
2026-02-13,Tesco Superstore,-90.74,groceries,expense,current
2026-02-13,Aldi Stores,-55.23,groceries,expense,current
2026-02-14,Sainsbury's Local,-59.40,groceries,expense,current
2026-02-14,Pret A Manger,-8.34,eating_out,expense,current
2026-02-14,TfL Travel Charge,-6.18,transport,expense,current
2026-02-14,Amazon Marketplace,-45.52,shopping,expense,credit_card
2026-02-16,Octopus Energy,-147.17,utilities,expense,current
2026-02-16,Thames Water,-40.24,utilities,expense,current
2026-02-18,Sainsbury's Local,-50.92,groceries,expense,current
2026-02-19,Council Tax,-166.87,housing,expense,current
2026-02-22,Trainline,-60.62,transport,expense,credit_card
2026-02-23,Boots Pharmacy,-8.19,health,expense,current
2026-02-25,Salary Payroll,2465.17,income,income,current
2026-02-27,Netflix,-14.61,subscriptions,expense,current
2026-03-01,Amazon Marketplace,-114.51,shopping,expense,credit_card
2026-03-01,Rent Payment,-1330.59,housing,expense,current
2026-03-03,Deliveroo,-40.62,eating_out,expense,credit_card
2026-03-05,Tesco Superstore,-43.79,groceries,expense,current
2026-03-08,Tesco Superstore,-83.62,groceries,expense,current
2026-03-08,Aldi Stores,-31.84,groceries,expense,current
2026-03-08,Thames Water,-46.01,utilities,expense,current
2026-03-09,Council Tax,-116.39,housing,expense,current
2026-03-10,TfL Travel Charge,-13.06,transport,expense,current
2026-03-10,Octopus Energy,-159.88,utilities,expense,current
2026-03-12,Tesco Superstore,-15.82,groceries,expense,current
2026-03-12,Aldi Stores,-20.84,groceries,expense,current
2026-03-12,TfL Travel Charge,-8.94,transport,expense,current
2026-03-12,Spotify,-11.62,subscriptions,expense,current
2026-03-15,Trainline,-57.46,transport,expense,credit_card
2026-03-16,Trainline,-38.88,transport,expense,credit_card
2026-03-18,TfL Travel Charge,-7.25,transport,expense,current
2026-03-24,Aldi Stores,-46.22,groceries,expense,current
2026-03-24,Trainline,-69.27,transport,expense,credit_card
2026-03-25,Salary Payroll,3191.53,income,income,current
2026-03-25,Trainline,-84.84,transport,expense,credit_card
2026-03-26,Pret A Manger,-6.51,eating_out,expense,current
2026-03-27,Aldi Stores,-39.00,groceries,expense,current
2026-03-28,Tesco Superstore,-12.21,groceries,expense,current
2026-03-29,Trainline,-26.27,transport,expense,credit_card
2026-03-30,Netflix,-12.04,subscriptions,expense,current
2026-03-31,Tesco Superstore,-26.85,groceries,expense,current
2026-04-01,Rent Payment,-880.83,housing,expense,current
2026-04-02,Amazon Marketplace,-52.38,shopping,expense,credit_card
2026-04-03,Tesco Superstore,-80.06,groceries,expense,current
2026-04-04,Tesco Superstore,-19.05,groceries,expense,current
2026-04-04,Octopus Energy,-138.26,utilities,expense,current
2026-04-05,Sainsbury's Local,-37.14,groceries,expense,current
2026-04-05,Pret A Manger,-12.19,eating_out,expense,current
2026-04-05,Thames Water,-55.33,utilities,expense,current
2026-04-06,Amazon Marketplace,-99.85,shopping,expense,credit_card
2026-04-07,Pret A Manger,-7.27,eating_out,expense,current
2026-04-07,Deliveroo,-40.94,eating_out,expense,credit_card
2026-04-07,Council Tax,-122.78,housing,expense,current
2026-04-09,Amazon Marketplace,-83.84,shopping,expense,credit_card
2026-04-11,Aldi Stores,-77.39,groceries,expense,current
2026-04-12,Deliveroo,-15.62,eating_out,expense,credit_card
2026-04-14,Deliveroo,-25.98,eating_out,expense,credit_card
2026-04-15,Deliveroo,-25.56,eating_out,expense,credit_card
2026-04-15,Boots Pharmacy,-25.22,health,expense,current
2026-04-21,Tesco Superstore,-53.95,groceries,expense,current
2026-04-23,Aldi Stores,-75.06,groceries,expense,current
2026-04-23,Spotify,-11.03,subscriptions,expense,current
2026-04-24,Tesco Superstore,-42.92,groceries,expense,current
2026-04-25,Salary Payroll,2552.33,income,income,current
2026-04-25,Pret A Manger,-5.91,eating_out,expense,current
2026-04-26,TfL Travel Charge,-4.18,transport,expense,current
2026-04-27,Netflix,-11.27,subscriptions,expense,current
2026-04-29,Tesco Superstore,-46.28,groceries,expense,current
2026-04-30,Aldi Stores,-78.82,groceries,expense,current
2026-05-01,Amazon Marketplace,-68.89,shopping,expense,credit_card
2026-05-01,Rent Payment,-1044.19,housing,expense,current
2026-05-02,TfL Travel Charge,-14.48,transport,expense,current
2026-05-06,TfL Travel Charge,-5.79,transport,expense,current
2026-05-08,Amazon Marketplace,-97.29,shopping,expense,credit_card
2026-05-08,Council Tax,-130.51,housing,expense,current
2026-05-09,Tesco Superstore,-60.33,groceries,expense,current
2026-05-09,Spotify,-10.42,subscriptions,expense,current
2026-05-11,Pret A Manger,-15.61,eating_out,expense,current
2026-05-15,TfL Travel Charge,-6.57,transport,expense,current
2026-05-16,Deliveroo,-33.73,eating_out,expense,credit_card
2026-05-18,Octopus Energy,-116.30,utilities,expense,current
2026-05-19,Thames Water,-39.70,utilities,expense,current
2026-05-21,Aldi Stores,-29.83,groceries,expense,current
2026-05-22,Deliveroo,-12.88,eating_out,expense,credit_card
2026-05-25,Salary Payroll,3356.04,income,income,current
2026-05-26,Amazon Marketplace,-78.64,shopping,expense,credit_card
2026-05-27,Deliveroo,-29.22,eating_out,expense,credit_card
2026-05-28,Pret A Manger,-5.29,eating_out,expense,current
2026-05-29,Netflix,-14.48,subscriptions,expense,current
2026-05-29,Amazon Marketplace,-30.34,shopping,expense,credit_card
2026-05-30,Deliveroo,-13.52,eating_out,expense,credit_card
2026-06-01,Rent Payment,-859.96,housing,expense,current
2026-06-06,Octopus Energy,-137.34,utilities,expense,current
2026-06-07,Spotify,-13.93,subscriptions,expense,current
2026-06-08,Tesco Superstore,-60.47,groceries,expense,current
2026-06-08,Thames Water,-31.07,utilities,expense,current
2026-06-11,TfL Travel Charge,-6.08,transport,expense,current
2026-06-16,Tesco Superstore,-16.86,groceries,expense,current
2026-06-19,Netflix,-13.45,subscriptions,expense,current
2026-06-20,Council Tax,-131.54,housing,expense,current
2026-06-23,TfL Travel Charge,-13.48,transport,expense,current
2026-06-24,Aldi Stores,-74.34,groceries,expense,current
2026-06-25,Salary Payroll,2482.23,income,income,current
2026-06-25,Tesco Superstore,-55.94,groceries,expense,current
2026-06-26,Pret A Manger,-12.06,eating_out,expense,current
2026-06-27,Aldi Stores,-34.99,groceries,expense,current
2026-06-30,Pret A Manger,-9.44,eating_out,expense,current
